"WATERSHED","Burn_Status","BFR_Slope","Prefire_Intercept","Prefire_Intercept_confidence","Postfire_Intercept","Postfire_Intercept_confidence","pct_change"
"WS 1","Burned",1.05691009569114,-0.695591623135309,0.209101616523041,-0.758856440222914,0.0422534940474976,-9.09510911049291
"WS 2","Burned",1.31692487975558,0.304900452352577,0.211675803514167,0.31284148034399,0.0352011744490295,2.60446579535752
"WS 3","Unburned",1.39084582309626,0.776602363075014,0.226032812082162,0.800411422708313,0.0366607958333643,3.06579798946605
"WS 8","Unburned",1.12882639772997,-0.520516050691919,0.137002379769004,-0.411339880549303,0.0595494836105485,20.9746020314818
"WS 9","Burned",1.11129968951504,-0.199037116712211,0.45451942364237,-0.347184493437115,0.0596830945078108,-74.432035176189
"WS 10","Unburned",1.13240680326214,-0.235101134271861,0.261582282339753,-0.332826437630393,0.0551497285574666,-41.5673466064726
"MC","Burned",1.54744149820459,1.32048960832852,0.147840543223748,1.2153081043264,0.0469373482763984,-7.96534128998242
"LO","Burned",1.51088878868659,1.08949397793214,0.18011812467556,0.970290584034608,0.0425350345567835,-10.9411705169571
