gridcode,month,date,mean,stdDev,standard_error,count
1,2021_02,2021-02-01,16.78179155728415,2.825416383711534,0.01975477564047421,20456
2,2021_02,2021-02-01,16.92527121637308,2.8452339444756864,0.01811956902456324,24657
3,2021_02,2021-02-01,16.692476595807605,2.81305416914621,0.019185762581619165,21498
0,2021_03,2021-03-01,55.1818201257322,7.000917314394715,0.26127191367088715,718
1,2021_03,2021-03-01,53.621413632448046,7.140686413489921,0.04995563931493342,20432
2,2021_03,2021-03-01,53.54780265105486,7.278185538088575,0.04638045480471325,24625
3,2021_03,2021-03-01,52.44099124519228,7.1173436622462045,0.048560212684452195,21482
0,2021_04,2021-04-01,105.78677873791169,10.552670455087611,0.3946474991414135,715
1,2021_04,2021-04-01,103.92002509140978,12.517801045738901,0.0873216898557029,20550
2,2021_04,2021-04-01,103.14632097606284,13.469314631556244,0.08518912931392324,24999
3,2021_04,2021-04-01,102.33443944412097,13.77495220738575,0.09250144014219616,22176
0,2021_05,2021-05-01,115.81859215034537,7.984133715515961,0.2921241763141154,747
1,2021_05,2021-05-01,115.2359557688606,9.173414115904865,0.06267742252389202,21421
2,2021_05,2021-05-01,114.31931605424717,9.847872808155316,0.06064968406942156,26365
3,2021_05,2021-05-01,114.7801920636838,9.86964208977731,0.06395926537460797,23812
0,2021_06,2021-06-01,150.81102394461368,8.55325238010966,0.31252904009869026,749
1,2021_06,2021-06-01,151.75055189260152,8.451029892071643,0.057725560150750255,21433
2,2021_06,2021-06-01,151.66252510538362,8.460834016101334,0.052061002996638045,26412
3,2021_06,2021-06-01,152.35480992195352,8.272358411609241,0.05356549849032167,23850
0,2021_07,2021-07-01,175.05872472911201,11.080625221243615,0.4048772338510378,749
1,2021_07,2021-07-01,176.23322632930723,12.400040159413898,0.08469964882806708,21433
2,2021_07,2021-07-01,175.24759196848723,12.762482018381258,0.0785298013575318,26412
3,2021_07,2021-07-01,175.283003323135,12.9303226193235,0.08372693037244844,23850
0,2021_08,2021-08-01,150.12506913008707,12.055802417870419,0.4405094331179089,749
1,2021_08,2021-08-01,149.48009540013427,11.33745843175068,0.07744158369060308,21433
2,2021_08,2021-08-01,148.50290209943074,11.78042159592392,0.07248701048146285,26412
3,2021_08,2021-08-01,147.29099441309162,11.348000316728195,0.07348101515775901,23850
0,2021_09,2021-09-01,97.14833780545231,13.792407672086537,0.5039636080926391,749
1,2021_09,2021-09-01,97.18298532531846,12.70397221039686,0.0867756854904409,21433
2,2021_09,2021-09-01,98.29575887978159,12.517588971445038,0.07702293127520426,26412
3,2021_09,2021-09-01,98.03954108059283,11.303545718800656,0.07319316100786705,23850
0,2021_10,2021-10-01,42.002000368488886,5.892802983783164,0.24813176766297532,564
1,2021_10,2021-10-01,41.970720720720934,4.685796479750692,0.036601083752916104,16390
2,2021_10,2021-10-01,42.233068289929655,4.414102484602188,0.031325393135043476,19856
3,2021_10,2021-10-01,42.19675157214196,4.103073446536868,0.030832750748205972,17709
0,2021_11,2021-11-01,17.446337799180892,5.099636772548354,0.18683623526488705,745
1,2021_11,2021-11-01,15.533676589559837,5.501402547342232,0.037711812711697414,21281
